,metric,trainset,holdout,5-fold,model,selection,embed_selector
299,spec,0.7818930041152263,0.7396694214876033,0.7195578231292517,sgd,assoc,none
300,ppv,0.7905138339920948,0.7428571428571429,0.746985455578806,sgd,assoc,none
301,npv,0.7692307692307693,0.7019607843137254,0.7458133811383453,sgd,assoc,none
302,f1,0.7799119647859143,0.721989991639699,0.7333808815690552,sgd,assoc,none
303,bal-acc,0.780051560423372,0.7225478890383753,0.7358724258934343,sgd,assoc,none
304,acc,0.78,0.742,0.728,sgd,pred,none
305,auroc,0.8528606427439113,0.814882439618169,0.8421396443192661,sgd,pred,none
306,sens,0.7798273846695809,0.7424402588250368,0.7283778896173854,sgd,pred,none
307,spec,0.7736625514403292,0.756198347107438,0.7277210884353741,sgd,pred,none
308,ppv,0.7859922178988327,0.7611336032388664,0.741837582525943,sgd,pred,none
309,npv,0.7736625514403292,0.7233201581027668,0.720338852522141,sgd,pred,none
310,f1,0.7798273846695809,0.741974197419742,0.7271911129864618,sgd,pred,none
311,bal-acc,0.7798273846695809,0.7424402588250368,0.7283778896173854,sgd,pred,none
312,acc,0.658,0.636,0.662,sgd,embed_lgbm,lgbm
313,auroc,0.6968503306592368,0.6718559805240567,0.7005424285098654,sgd,embed_lgbm,lgbm
314,sens,0.6580118813149509,0.6356268819270934,0.663983093237295,sgd,embed_lgbm,lgbm
315,spec,0.6584362139917695,0.6239669421487604,0.7152210884353742,sgd,embed_lgbm,lgbm
316,ppv,0.6706349206349206,0.6472868217054264,0.700463337831759,sgd,embed_lgbm,lgbm
317,npv,0.6451612903225806,0.6239669421487604,0.6363832929576267,sgd,embed_lgbm,lgbm
318,f1,0.6578891560865721,0.6356268819270934,0.6602429003744794,sgd,embed_lgbm,lgbm
319,bal-acc,0.6580118813149509,0.6356268819270934,0.663983093237295,sgd,embed_lgbm,lgbm
320,acc,0.784,0.732,0.75,sgd,embed_linear,linear
321,auroc,0.7842468495300317,0.7327503363444167,0.7545025702588728,sgd,embed_linear,linear
322,sens,0.7839426110070296,0.7327503363444168,0.751421914919814,sgd,embed_linear,linear
323,spec,0.7818930041152263,0.756198347107438,0.7778061224489796,sgd,embed_linear,linear
324,ppv,0.792156862745098,0.756198347107438,0.7844011118904737,sgd,embed_linear,linear
325,npv,0.7755102040816326,0.7093023255813954,0.7329397254374376,sgd,embed_linear,linear
326,f1,0.783875512295082,0.732,0.7483333155247995,sgd,embed_linear,linear
327,bal-acc,0.7839426110070296,0.7327503363444168,0.751421914919814,sgd,embed_linear,linear
328,acc,0.694,0.626,0.672,sgd,wrap,none
329,auroc,0.7187234792076989,0.6811294765840221,0.7230128108935883,sgd,wrap,none
330,sens,0.6932555123216602,0.6260650906528284,0.6725478652999662,sgd,wrap,none
331,spec,0.6666666666666666,0.628099173553719,0.6739795918367347,sgd,wrap,none
332,ppv,0.6954887218045113,0.6414342629482072,0.6887892532139246,sgd,wrap,none
333,npv,0.6923076923076923,0.6104417670682731,0.676187134502924,sgd,wrap,none
334,f1,0.6933511309931816,0.6258787847262512,0.6690371878518393,sgd,wrap,none
335,bal-acc,0.6932555123216602,0.6260650906528284,0.6725478652999662,sgd,wrap,none
